date,news_headline,sentiment_score,sentiment_label
2020-12-03,"(Bloomberg) -- With a sale to Salesforce, Slack’s co-founder and Chief Executive Officer Stewart Butterfield is back in a familiar position: running the startup he created while inside a corporate behemoth.In 2005, Butterfield sold his photo-sharing site Flickr to Yahoo! Inc., but resigned a few years later, after chafing at the web company’s corporate culture and bureaucracy. He created another hit product — workplace chat software — and after a decade of building, took Slack Technologies Inc. public last year. But instead of continuing on his own path, he and Salesforce.com Inc. CEO Marc Benioff shook hands. “This is the most strategic combination in the history of software,” Butterfield wrote in the news release about the acquisition. “I can’t wait to get going.”This time, there’s plenty for 47-year-old Butterfield and his executives to feel triumphant about. The $27.7 billion deal announced Tuesday is Salesforce’s biggest acquisition, almost twice its splurge on Tableau Software Inc. last year. Butterfield’s net worth jumped by $400 million even before the deal happened, as Slack’s stock price shot up after news reports of the plan.Still, for those who remember how Butterfield felt about his last time working under someone else, the decision might seem surprising. The Flickr sale was 15 years ago, but his displeasure at Yahoo is a small part of Silicon Valley lore. He wrote a sly and playful resignation memo, which captured his philosophical tendencies. In the letter, he cast himself as a simple tin smither toiling away at an industrial conglomerate, but saw that things had shifted to a point where he felt “adrift” and wanted to step aside.Those who knew him also caught glimpses of his unhappiness at Yahoo. He felt it was “a difficult place and a difficult corporate environment,” said Jason Shellen, who worked as Slack’s head of platform product in 2016 and knew Butterfield previously. Years ago, Shellen, who previously worked at Google, tried to have the search giant buy Flickr instead of Yahoo. One time, Shellen said, Butterfield called him while driving to Yahoo’s campus in Sunnyvale, California, and said he wished he were in Mountain View at Google instead.Either way, Shellen said, “I don’t think he’s cut out to be at anyone else’s place for super long.” The only exception, he thought, was if the new company really matched Butterfield’s ethos, and he saw Benioff, who’s known for his insistence on heartfelt corporate values, as potentially compatible. For years, Slack seemed like Butterfield’s chance to run his own show. In some ways, it felt like fate. He and his team had created Flickr almost inadvertently. They’d wanted to build a video game, and when that didn’t pan out, the game’s photo-storing technology ended up being both useful and popular. Then it happened all over again: Butterfield and his team built an online game called Glitch, but it didn't take off. What did? Slack, the tool the team built to message each other and collaborate online.Slack’s workplace chat software was an instant hit before it even launched to the public. It changed how co-workers talked with each other. In countless offices, it wiped out internal emails and replaced them with topic-specific channels. It didn’t have mere users, it had superfans who convinced their employers to pay for the software. In 2014, Butterfield told Wired that his ambition was “to be the next Microsoft.”Then Microsoft Corp. took notice. In 2016, the software giant announced it was developing Teams, its own version of workplace chat. Slack bought a full-page ad in the New York Times to send Microsoft a letter reminding people the San Francisco-based startup was first. “Dear Microsoft,” it read. “Wow. Big news! … We’re genuinely excited to have some competition.”Inside Slack, this was a moment when things got serious, Shellen said. Microsoft couldn’t be ignored. “They really just copied Slack, and they were using every trick in the book to boost their user numbers,” Shellen said. Microsoft made Teams free for its enormous constituency of Office365 customers. “It becomes harder to convince people that they should pay for a better version of the same thing they already have,” Shellen said. When the pandemic came and bulldozed through 2020, Slack suddenly became vital to companies frantically trying to adjust to a fully remote workplace. It hit record user numbers, and its sales grew 39% in the quarter that ended in October, but investors were underwhelmed. Its stock price didn’t soar to the same quarantine-driven heights as Zoom Video Communications Inc.’s, as video became the de facto way for people to hold meetings, celebrate birthdays and catch up with friends. In a Bloomberg Businessweek interview in April, Butterfield spoke candidly about running a public company under intense pressure during Covid. “I find everything more challenging right now, like making time to cook and eat and shower,” he said. “I feel much more exhausted at the end of the day.”Then, at some point, Butterfield started to have conversations with Bret Taylor, Salesforce’s chief operating officer, someone who also built a corporate product, Quip, and sold it to Salesforce. Butterfield and Taylor began pondering a way the companies could join forces, Benioff said Tuesday in a conference call with analysts. They then pitched the Salesforce boss on the idea, and he was amazed, calling it “a wow.”Butterfield wasn’t pushed by his board or shareholders to pursue the sale, which was his decision, a person close to the executive said. Taylor, a veteran of Alphabet Inc.’s Google and Facebook Inc., was a key reason why Butterfield found the deal appealing, the person said. People familiar with Butterfield’s thinking said another reason he would be interested in the transaction would be to gain thousands more salespeople to distribute Slack’s software.Butterfield has sold $135 million worth of shares since the direct listing — daily at first, and then every few weeks more recently, according to data compiled by Bloomberg. His net worth, including proceeds from share sales, stands at about $1.8 billion.Observers are divided on what the sale signifies for Slack’s hunger to take over the enterprise world. One person familiar with Butterfield’s thinking said that the takeover represents a concession to Slack’s fierce competition with Microsoft.Others disagreed. Butterfield “is much more competitive than people would give him credit for,” said Andrew Braccia, an investor with Accel and a Slack board member. “A lot of people look at Stewart and they imagine him being this thoughtful, smart, compassionate, empathetic leader. Any decision that Stewart is making, at any point in his life, he's taking from the perspective of being competitive and wanting to win. He wants to put Slack in absolutely the best possible position.”Butterfield plans to stay at Salesforce and run Slack as its own division, the companies said this week. Given Butterfield’s past accidental hits, it’s tempting for people to imagine him rolling the dice again. But that’s not likely.“When are you going to start your third online gaming company?” one user tweeted at him last month. Butterfield’s reply made it clear: “Never! I’m done now :)”For more articles like this, please visit us at bloomberg.comSubscribe now to stay ahead with the most trusted business news source.©2020 Bloomberg L.P.",0.9991,Positive
2020-12-02,Zoom Video Communications (NASDAQ: ZM) continues to defy Wall Street forecasts as it managed to beat expectations for third-quarter earnings and guidance for the undergoing quarter.,0.0,Neutral
2020-12-02,"This week marked a selloff frenzy for Zoom Video Communications Inc’s (NASDAQ: ZM) stock, with volumes touching 16.6 million and 20.8 million on Monday and",-0.3182,Negative
2020-12-02,Apple Inc (NASDAQ: AAPL) named the App Store Best of 2020 winners Tuesday with 15 developers receiving their first-ever award trophies from the iPhone maker. What Happened: This year’s list of winners was dominated by those apps that made the transition to at-home life easier during the ongoing COVID-19 pandemic.,0.9493,Positive
2020-12-01,"(Bloomberg) -- Zoom Video Communications Inc. fell the most in more than three weeks on Tuesday after third-quarter results brought the high-flying stock rally to an abrupt halt. Analysts questioned whether the video-conferencing company’s momentum can be sustained once the pandemic begins to subside and more people return to working in offices and traveling to visit friends and families.“Given the elevated expectations heading into the print, and the fear around what a post-Covid growth rate may look like for the company, we would expect near-term share weakness to persist,” RBC Capital Markets analyst Alex Zukin wrote in a note Tuesday.Zoom on Monday gave a revenue forecast for the current quarter that topped analysts’ estimates but suggested a drop in its explosive growth, highlighting investors’ concerns that 2021 won’t be as favorable for the software maker as this year.Zoom’s valuation, with a price-to-earnings ratio above 270, is “stretched” in light of the uncertainty for fiscal 2022 growth, Piper Sandler said.Shares closed down 15% on Tuesday, the biggest drop since Nov. 9. Even with that drop, the stock is up nearly 500% this year.For more articles like this, please visit us at bloomberg.comSubscribe now to stay ahead with the most trusted business news source.©2020 Bloomberg L.P.",0.9493,Positive
2020-12-01,"On CNBC's ""Fast Money Halftime Report,"" Josh Brown discussed his thoughts on Zoom Video Communications (NASDAQ: ZM). The company reported third-quarter earnings results after the close on Monday and shares fell 14% on Tuesday.",0.296,Positive
2020-12-01,Gainers: VOXX International (VOXX) +14%. Tarena International (TEDU) +13%. Kohl's (KSS) +13%. Xunlei (XNET) +13%. Whole Earth Brands (FREE) +13%.Losers: Tuniu (TOUR) -18%. ECMOHO (MOHO) -17%. Nikola (NKLA) -16%. QuantumScape (QS) -17%.,0.6166,Positive
2020-12-01,"Credit Suisse maintains an Underperform rating on Zoom Video (ZM) and raises the price target from $315 to $340, citing the strong earnings report with top and bottom line beats",0.7717,Positive
2020-12-01,"Zoom's (ZM) third-quarter fiscal 2021 results reflect solid user growth, driven by coronavirus-led remote-working and Internet-education wave.",0.4939,Positive
2020-12-01,"Zoom Video Communications ([[ZM]], -7.5%) is sliding in premarket trading, but the pressure isn’t spreading to more stay-at-home plays yet.Zoom reported what looked like strong fiscal Q3 numbers. It beat on",0.8324,Positive
2020-12-01,Titan Pharmaceuticals (TTNP) -15%.Tuniu (TOUR) -15% on Q3 earnings release.Medigus (MDGS) -15% on appointment of new finance chief at MedigusECMOHO (MOHO) -14% on Q3 earnings release.Minerva Neurosciences (NERV) -14% after announcing outcome of Type C meeting with,0.0,Neutral
2020-12-01,Investors await testimony from Fed Chairman Jerome Powell; Tesla to be added to the S&P 500 in one tranche; Salesforce reports earnings; Zoom Video shares slip.,0.3818,Positive
2020-12-01,"Zoom, a cloud video communications provider, reported better-than-expected earnings in the third quarter of the fiscal year 2021 with a revenue surge of over 365% and forecasts total revenue between $2.575-$2.580 billion in the full fiscal year.",0.0,Neutral
2020-11-30,Zoom Video Wins Big Again But Investors Aren't Impressed,-0.2455,Negative
2020-11-30,Zoom Video Communications Inc warned on Monday its gross margins would remain under pressure going into 2021 as the surging number of free users of its video conferencing service makes it hard to offset a spike in costs to maintain its growth.,-0.1531,Negative
2020-11-30,"Today, Amazon Web Services, Inc. (AWS), an Amazon.com, Inc. company (NASDAQ: AMZN), announced that Zoom Video Communications, Inc. (NASDAQ: ZM) has selected AWS as its preferred cloud provider. The multi-year agreement extends the longstanding relationship between the two companies, enabling Zoom to rapidly scale its service on the world’s leading cloud, rise to the challenges brought by the COVID-19 pandemic, and deliver reliable services and continuous innovation for its expanding base of corporate and individual customers. Zoom will continue to leverage AWS’s global infrastructure and unmatched portfolio of services – including capabilities in compute, storage, content distribution, and security – to create a seamless, secure extension of its data centers. In addition, AWS and Zoom are collaborating to develop new solutions for Zoom’s enterprise users, leveraging the breadth and depth of AWS to integrate Zoom services with Amazon devices and capabilities to make it easier for organizations to run hybrid office and remote work models.",0.9524,Positive
2020-11-30,"Zoom Video Communications, perhaps the ultimate corporate poster child of Covid-19, posted another blockbuster quarter of financial results. The videoconferencing specialist said its profit in the quarter ending October 31 came in at 99 cents a share, well ahead of Wall Street analysts' consensus expectation for 76 cents. Revenue more than quadrupled to $777.2 million, […]",0.8779,Positive
2020-11-30,"Market indexes were down on this last trading day of November, though it still managed to be an historically strong month for stocks overall.",0.5106,Positive
2020-11-30,"Zoom Video Communications Inc. gave a revenue forecast for the current quarter that topped analysts’ estimates but suggested a slight decline in its explosive growth, touching off concerns among investors that the software maker’s pandemic boom may be coming to an end. Shares declined about 5% in extended trading.",0.7351,Positive
2020-11-30,"Zoom Video (ZM) delivered earnings and revenue surprises of 32.00% and 11.91%, respectively, for the quarter ended October 2020. Do the numbers hold clues to what lies ahead for the stock?",0.128,Positive
2020-11-30,"The videoconferencing firm reported revenue of $777 million in its third quarter, up 367% from a year ago, as Covid-19 continues to remake communication.",0.0,Neutral
2020-11-30,"Zoom Video (ZM) shares slide 6.3% AH despite reporting Q3 beats on the top and bottom lines with revenue up 367% Y/Y to $777.19M.The number of customers contributing more than $100,000 in",0.5106,Positive
2020-11-30,Zoom Video Communications (NASDAQ: ZM) shares are trading lower despite the company reporting better-than-expected third-quarter EPS and sales results and issuing fourth-quarter EPS and sales guidance.,0.0,Neutral
2020-11-30,"Zoom's user figures have spiked as a pandemic-induced switch to work from home encouraged more users of its video conferencing service to sign up for paid subscriptions. A relative upstart before the pandemic hit, Zoom quickly became a household name globally as a desperately needed, easy-to-use video conferencing platform for schools and offices forced to work remotely. While Zoom operates some of its own data centers, it also relies on cloud computing services from outside vendors such as Amazon.com , Microsoft Corp and Oracle Corp to keep up with rising demand.",-0.5574,Negative
2020-11-30,Financial Outlook: Zoom is providing the following guidance for its fourth quarter fiscal year 2021 and its full fiscal year 2021. Zoom's revenue outlook takes into,0.0,Neutral
2020-11-30,"Zoom Video Communications Inc forecast fourth-quarter revenue above market expectations on Monday, as the COVID-19 pandemic-induced switch to work from home encouraged more users of its video conferencing service to sign up for paid subscriptions.",0.3612,Positive
2020-11-30,"Zoom Video Communications (ZM): Q3 Non-GAAP EPS of $0.99 beats by $0.23; GAAP EPS of $0.66 beats by $0.14.Revenue of $777.19M (+366.5% Y/Y) beats by $83.06M.Sees Q4 revenue between $806M-$811M,",0.0,Neutral
2020-11-30,Zoom Video Communications (NASDAQ: ZM) reported quarterly earnings of $0.99 per share which beat the analyst consensus estimate of $0.76 by 30.26 percent.,0.296,Positive
2020-11-30,Financial Outlook: Zoom is providing the following guidance for its fourth quarter fiscal year 2021 and its full fiscal year 2021. Zoom's revenue outlook takes into,0.0,Neutral
2020-11-30,"The Markets The VIX closed the past week below 21, its lowest levels since the market sell-off in March. With that lower level of implied volatility comes compressed expected moves across the major indices. SPY options are pricing in about a 1.4% expected move into Friday, corresponding to about $358 on the downside and $369 on the upside:",-0.7003,Negative
2020-11-30,Earnings season is winding down but this week features a pretty full calendar and it's another good time to discuss event-trading using options – with particular focus on using the expected move to your advantage in price target and strike selection.,0.872,Positive
2020-11-30,"During the previous shortened week, COVID-19 outbreaks grew while vaccine developments provided a glimpse of hope of finally putting an end to COVID-19.",0.4404,Positive
2020-11-30,Zoom shares have soared 600% in 2020—an astonishing gain.,0.6808,Positive
2020-11-30,Zoom Video (ZM) shares are up 3.3% pre-market as the company prepares to report earnings after the bell today. Analysts are expecting 312% Y/Y revenue growth and EPS to grow from $006 last,0.5859,Positive
2020-11-30,Some of the stocks that may grab investor focus today are:,0.0,Neutral
2020-11-29,"[[ZM]]For Seeking Alpha's full earnings season calendar, click here.",0.0,Neutral
2020-11-27,"Zoom Video ([[ZM]] +3.4%) shares are gaining ahead of Monday's Q3 report, which is scheduled for after the bell. Consensus estimates expect $694.13M in revenue (+312% Y/Y) and $0.76 EPS (last year:",0.6124,Positive
2020-11-27,"Today's 4 Stock Ideas:  Zoom Video Communications (ZM) - Will report quarterly results after market close on Monday, Nov. 30, 2020. Analysts expect EPS of $0.71 on sales of $3.61 billion. Biogen",0.0,Neutral
2020-11-25,"NBA veteran, 2015 Finals MVP and tech investor Andre Iguodala joined CNBC Wednesday to discuss his investment in Zoom Video Communications (NASDAQ: ZM).",0.0,Neutral
2020-11-25,Square (NYSE: SQ) shares are trading higher on Wednesday after the company's Cash App announced an agreement to acquire Credit Karma's tax business.,0.7906,Positive
2020-11-25,Zoom (ZM) stock is grinding through an intermediate correction or long-term top ahead of Monday's third quarter earnings report.,0.2023,Positive
2020-11-24,Gaming and online communications software company Discord Inc is nearing a deal to secure an undisclosed amount in a fresh round of funding.,0.25,Positive
2020-11-24,"From the comfort of their own homes, children will be video calling Santa Claus to tell him what they want this holiday season.",0.7118,Positive
2020-11-24,"With profound experience and expertise within the Unified Communications and Collaboration space, Lumen (LUMN) appears to be a strategic fit for the video communications service provider.",0.6249,Positive
2020-11-24,"Here we discuss four companies, Microsoft (MSFT), Dropbox (DBX), Cisco (CSCO) and Zoom Video (ZM), that are well poised to maintain momentum in 2021 and beyond on stringent efforts in booming enterprise communication space.",0.4767,Positive
2020-11-24,"These are the communications stocks with the best value, fastest growth, and most momentum for December 2020.",0.8481,Positive
2020-11-23,Leading Microsoft Corporation (NASDAQ: MSFT) Cloud partner AvePoint is set to go public with a SPAC deal announced Monday.,0.0,Neutral
2020-11-23,"While the headline numbers for the coronavirus vaccine from AstraZeneca and Oxford didn't impress the Street, tech companies that benefit from the work and learn from home trends are back",0.1516,Positive
2020-11-20,Zoom Video Communications Inc (NASDAQ: ZM) shares rose 6% on Friday on news of surging U.S. coronavirus cases and tightening lockdowns in certain areas of the country.,0.5106,Positive
2020-11-20,"Microsoft ([[MSFT]] -0.1%) and Apple ([[AAPL]] -0.5%) are working together to make the new Xbox Series X and Series S controllers officially supported in iOS and iPadOS.""Microsoft and Apple are working together to bring",0.3182,Positive
2020-11-20,Software stocks are trending higher today with some of the notable names getting a pandemic-related tailwind from the tightening restrictions in the U.S. as coronavirus cases spike.The sector is also,0.0,Neutral
2020-11-19,"Jim Cramer and Liberty Media Chairman John Malone on CNBC's ""Squawk On The Street"" gave their thoughts on the performance of streaming services during the COVID-19 pandemic.",0.5267,Positive
2020-11-18,"Zoom Video (ZM) shares are up 3.3% after news that NYC schools will close for in-person learning, effective tomorrow, due to a spike in coronavirus cases.In May, the NYC Department of Education reversed",0.6486,Positive
2020-11-18,The S&P (SP500) -0.4% is losing some of its fight to remain at the flatline as further lockdown measures hit New York City. The Nasdaq (COMP) -0.1% is now lower.Mayor Bill de Blasio tweets:,-0.6369,Negative
2020-11-16,The idea that the end of the pandemic will mean the end of the run for growth names like Zoom and Peloton is quite a leap.,0.6249,Positive
2020-11-16,"Top Research Reports for PepsiCo, McDonald's & Zoom Video",0.2023,Positive
2020-11-16,"In this article we take a look at the 15 Largest Ecommerce Companies in the world. Click to skip ahead and jump to the 5 Largest Ecommerce Companies in the world. As the Covid-19 pandemic has fueled ecommerce to take the forefront in retailing, are you wondering which are the largest e-commerce companies in the […]",0.0,Neutral
2020-11-16,"California Public Employees Retirement System (CalPERS), the largest public pension fund in the United States by assets, has increased its exposure to stocks of Nio Inc (NYSE: NIO), Nikola Corporation (NASDAQ: NKLA), and <",0.6808,Positive
2020-11-15,"Calpers loaded up on more Nikola and NIO shares in the third quarter, and doubled its investment in videoconferencing stock Zoom. It also edged up a position in Tesla.",0.296,Positive
2020-11-12,"On CNBC's ""Fast Money Halftime Report,"" the investment committee gave their thoughts on Zoom Video Communications (NYSE: ZM), the tech stock that's been the talk of the pandemic.",0.0,Neutral
2020-11-12,The stay-at-home stocks are moving higher again premarket after a strong showing yesterday where the cyclical pandemic plays surrendered some of the huge gains seen in the first two days,0.8402,Positive
2020-11-09,"Zoom Video Communications Inc must implement a new information security program as part of its proposed settlement with U.S. regulators over user privacy issues, the Federal Trade Commission said on Monday.",0.34,Positive
2020-11-09,"On CNBC's ""Fast Money Halftime Report,"" some of the investment committee gave their thoughts on the current state of the market and pointed out areas of opportunity.",0.4215,Positive
